longitude,latitude,hour,dayofweek
-71.1391459,42.3459007,8,1
-71.11676630962053,42.31004659491996,8,1
-71.1451533,42.3547385,8,1
-71.13016575363858,42.40516041311639,8,1
-71.11676630962053,42.31004659491996,8,1
-71.1116176,42.3164148,8,1
-71.09535093331762,42.34451065402893,8,1
-71.03861669999999,42.3134303,8,1
-71.05394869999998,42.3200792,8,1
-71.12858824579484,42.344266730173885,8,1
-71.13948966383109,42.354221041353746,8,1
-71.12858824579484,42.344266730173885,8,1
-71.13948966383109,42.354221041353746,8,1
-71.13505069999997,42.3522544,7,1
-71.100611,42.387655,7,1
-71.06801845332457,42.34559847583218,7,1
-71.08654907999997,42.347302769999985,7,1
-71.14701709999997,42.3531985,7,1
-71.14555065172993,42.34298439171938,7,1
-71.08526812372342,42.33678505562731,7,1
-71.1201177,42.3806699,8,1
-71.15799157127701,42.34898255190504,9,1
-71.09891788843845,42.344318692781535,8,1
-71.03732797096441,42.28307146886022,8,1
-71.0844715,42.3640061,9,1
-71.1032591,42.364755900000006,9,1
-71.1032591,42.364755900000006,9,1
-71.0748979140984,42.33733549119609,9,1
-71.08987617313032,42.3716718703903,9,1
-71.0844715,42.3640061,9,1
-71.10987790000001,42.375832,11,1
-71.137246,42.346567,11,1
-71.1626756,42.3463503,11,1
-71.2640086,42.4654307,11,1
-71.2640086,42.4654307,11,1
-71.1354663,42.3618867,11,1
-71.113413,42.3953861,11,1
-71.12922950000001,42.3536383,11,1
-71.1218256,42.3709412,11,1
-71.15161360000002,42.3391549,11,1
-71.08415528024791,42.36429064728487,11,1
-71.1080534,42.3177394,11,1
-71.0951335,42.363050099999995,11,1
-71.06873059999998,42.3631671,11,1
-71.05715741410019,42.33035797257193,11,1
-71.13891009999999,42.3803274,11,1
-71.10839893642073,42.35090965564064,11,1
-71.1092749,42.3607655,12,1
-71.1076875,42.398666,13,1
-71.0710413,42.3847283,13,1
-71.09814570000003,42.3735771,13,1
-71.10123105353779,42.39199107051118,12,1
-71.069028,42.3285759,12,1
-71.13604279999998,42.3466478,13,1
-71.12297145462463,42.343107282892625,9,1
-71.1022875,42.3676185,9,1
